path,frame_count,uniform_frames,key_frames
data/MVBench/video/clevrer/video_validation/video_10878.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_11743.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_12262.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_12504.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_10461.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_13829.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_12289.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_11958.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_11972.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_14188.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_14836.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_12506.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_12512.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_13142.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_12248.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_10339.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_10675.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_10107.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_10661.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_12738.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_11386.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_13585.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_12670.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_10715.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_12894.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_10729.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_13963.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_14956.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_12314.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_11609.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_14771.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_13988.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_13022.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_13023.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_14994.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_11152.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_13751.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_12329.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_12301.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_10270.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_10502.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_14957.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_13962.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_13547.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_11436.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_13235.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_10072.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_10700.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_14200.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_13584.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_13355.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_13341.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_14360.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_12077.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_14412.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_10847.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_13396.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_11740.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_11032.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_10462.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_13802.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_11096.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_14844.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_10439.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_14111.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_10363.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_14105.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_10834.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_12951.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_10820.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_14449.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_12986.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_12992.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_13332.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_10968.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_10983.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_13534.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_13520.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_12170.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_14273.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_14515.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_11135.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_14717.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_10571.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_12429.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_14058.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_10558.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_13904.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_13910.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_11849.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_11478.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_14500.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_12617.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_11444.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_10969.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_10955.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_13290.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_12005.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_10174.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_13455.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_12993.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_11242.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_11524.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_13441.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_11281.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_13496.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_12788.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_11295.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_12561.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_10410.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_14138.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_14879.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_13870.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_11083.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_11929.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_11081.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_12588.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_13866.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_13133.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_14884.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_14890.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_14106.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_12211.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_10412.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_14674.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_12013.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_14462.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_14304.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_10176.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_12007.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_10610.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_11452.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_11446.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_12167.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_10016.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_12615.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_14502.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_13090.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_14927.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_14099.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_11136.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_11650.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_12359.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_13047.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_11644.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_10572.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_14700.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_13709.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_13734.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_11123.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_11876.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_10765.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_14517.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_10017.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_12600.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_14259.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_10981.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_11453.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_10995.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_13244.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_10942.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_10611.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_14477.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_11241.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_14488.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_10413.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_13668.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_12576.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_14661.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_11916.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_12589.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_13877.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_10371.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_10417.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_13136.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_11047.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_13122.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_14895.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_11292.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_13485.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_10167.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_13308.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_10615.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_10173.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_11537.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_13446.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_12980.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_12823.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_14507.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_12176.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_13240.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_13903.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_14922.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_11669.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_12406.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_14063.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_13042.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_12348.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_14739.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_11641.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_11898.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_12413.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_14704.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_10562.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_12361.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_11683.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_10984.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_13527.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_11330.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_10748.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_13241.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_10760.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_12177.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_14506.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_12611.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_11318.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_12605.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_10947.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_13282.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_14328.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_13335.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_10600.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_12956.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_14499.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_11734.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_13651.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_10402.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_14664.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_12573.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_13686.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_11085.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_13862.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_14869.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_13860.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_13684.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_11093.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_11087.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_11939.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_10414.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_10400.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_13121.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_14896.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_11736.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_13135.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_10170.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_10616.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_10164.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_11534.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_10979.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_13294.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_10951.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_13280.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_12820.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_14262.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_12175.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_14510.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_13519.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_11440.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_13525.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_11865.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_11871.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_11859.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_12438.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_12404.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_10213.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_12376.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_10561.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_11858.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_11680.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_13915.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_10039.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_12148.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_13518.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_12174.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_14288.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_12821.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_13295.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_10978.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_12996.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_12982.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_13444.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_13322.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_11535.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_10617.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_11284.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_12955.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_13493.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_11290.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_11045.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_13652.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_11737.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_14897.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_14101.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_11079.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_14667.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_11086.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_14840.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_11092.mp4,128,5,3
data/MVBench/video/clevrer/video_validation/video_14868.mp4,128,5,3
data/MVBench/video/star/Charades_v1_480/BCONW.mp4,952,31,16
data/MVBench/video/star/Charades_v1_480/UY0SK.mp4,446,26,14
data/MVBench/video/star/Charades_v1_480/Z6HEA.mp4,927,30,16
data/MVBench/video/star/Charades_v1_480/D1NT7.mp4,541,32,16
data/MVBench/video/star/Charades_v1_480/WOD0G.mp4,910,30,16
data/MVBench/video/star/Charades_v1_480/AZMVM.mp4,469,31,16
data/MVBench/video/star/Charades_v1_480/1HZGH.mp4,545,32,17
data/MVBench/video/star/Charades_v1_480/NM65M.mp4,473,15,8
data/MVBench/video/star/Charades_v1_480/O8PO3.mp4,595,19,10
data/MVBench/video/star/Charades_v1_480/3EIRZ.mp4,657,26,14
data/MVBench/video/star/Charades_v1_480/FTG07.mp4,1398,58,29
data/MVBench/video/star/Charades_v1_480/5XKVP.mp4,391,13,7
data/MVBench/video/star/Charades_v1_480/AJTDO.mp4,1102,36,19
data/MVBench/video/star/Charades_v1_480/IU5TH.mp4,550,18,10
data/MVBench/video/star/Charades_v1_480/Q3HZI.mp4,923,30,16
data/MVBench/video/star/Charades_v1_480/VNVRA.mp4,791,32,17
data/MVBench/video/star/Charades_v1_480/ZOL0R.mp4,718,31,16
data/MVBench/video/star/Charades_v1_480/WPPAT.mp4,821,27,14
data/MVBench/video/star/Charades_v1_480/16UNJ.mp4,763,25,13
data/MVBench/video/star/Charades_v1_480/IAHN3.mp4,924,31,16
data/MVBench/video/star/Charades_v1_480/YB67Z.mp4,148,24,12
data/MVBench/video/star/Charades_v1_480/BDWIX.mp4,905,30,16
data/MVBench/video/star/Charades_v1_480/5X5DT.mp4,239,28,15
data/MVBench/video/star/Charades_v1_480/6CAZU.mp4,943,31,16
data/MVBench/video/star/Charades_v1_480/RG0KS.mp4,430,25,13
data/MVBench/video/star/Charades_v1_480/GLGQJ.mp4,974,39,20
data/MVBench/video/star/Charades_v1_480/KU656.mp4,548,21,11
data/MVBench/video/star/Charades_v1_480/7UV4O.mp4,959,31,16
data/MVBench/video/star/Charades_v1_480/3W6TL.mp4,667,22,11
data/MVBench/video/star/Charades_v1_480/C1DK7.mp4,657,27,14
data/MVBench/video/star/Charades_v1_480/MC6J7.mp4,992,33,17
data/MVBench/video/star/Charades_v1_480/5657O.mp4,467,30,16
data/MVBench/video/star/Charades_v1_480/USNP1.mp4,570,19,10
data/MVBench/video/star/Charades_v1_480/U0X4P.mp4,533,32,16
data/MVBench/video/star/Charades_v1_480/M7BD4.mp4,849,28,15
data/MVBench/video/star/Charades_v1_480/V9W9C.mp4,1535,51,26
data/MVBench/video/star/Charades_v1_480/OEE36.mp4,802,40,21
data/MVBench/video/star/Charades_v1_480/XLR4B.mp4,759,30,16
data/MVBench/video/star/Charades_v1_480/WBS4I.mp4,960,32,16
data/MVBench/video/star/Charades_v1_480/IBX56.mp4,457,30,16
data/MVBench/video/star/Charades_v1_480/330ZE.mp4,678,28,15
data/MVBench/video/star/Charades_v1_480/ACJBD.mp4,1068,38,20
data/MVBench/video/star/Charades_v1_480/9ZQ0R.mp4,906,30,16
data/MVBench/video/star/Charades_v1_480/WE2PF.mp4,742,30,16
data/MVBench/video/star/Charades_v1_480/5GP8M.mp4,979,32,17
data/MVBench/video/star/Charades_v1_480/W0XPU.mp4,1559,31,16
data/MVBench/video/star/Charades_v1_480/P4HXN.mp4,1002,33,17
data/MVBench/video/star/Charades_v1_480/MD6P2.mp4,951,31,16
data/MVBench/video/star/Charades_v1_480/A0ZW3.mp4,974,32,17
data/MVBench/video/star/Charades_v1_480/3B81O.mp4,986,32,17
data/MVBench/video/star/Charades_v1_480/DHFA6.mp4,1188,39,20
data/MVBench/video/star/Charades_v1_480/CH8XJ.mp4,844,28,15
data/MVBench/video/star/Charades_v1_480/5NG6Q.mp4,918,30,16
data/MVBench/video/star/Charades_v1_480/JBY4E.mp4,961,32,17
data/MVBench/video/star/Charades_v1_480/DGPAW.mp4,276,16,9
data/MVBench/video/star/Charades_v1_480/ZNQVC.mp4,259,31,16
data/MVBench/video/star/Charades_v1_480/7SXQS.mp4,931,31,16
data/MVBench/video/star/Charades_v1_480/NJANX.mp4,357,21,11
data/MVBench/video/star/Charades_v1_480/81YUE.mp4,921,30,16
data/MVBench/video/star/Charades_v1_480/RRQEV.mp4,277,18,10
data/MVBench/video/star/Charades_v1_480/NLWBW.mp4,1292,43,22
data/MVBench/video/star/Charades_v1_480/D1WYU.mp4,187,30,15
data/MVBench/video/star/Charades_v1_480/FL6DF.mp4,680,23,12
data/MVBench/video/star/Charades_v1_480/DPLMM.mp4,212,15,8
data/MVBench/video/star/Charades_v1_480/0CG15.mp4,497,33,17
data/MVBench/video/star/Charades_v1_480/52WDV.mp4,1134,38,19
data/MVBench/video/star/Charades_v1_480/34OT4.mp4,1124,37,19
data/MVBench/video/star/Charades_v1_480/NEM29.mp4,973,32,17
data/MVBench/video/star/Charades_v1_480/T2J3M.mp4,340,31,16
data/MVBench/video/star/Charades_v1_480/HNPC8.mp4,752,25,13
data/MVBench/video/star/Charades_v1_480/23YS1.mp4,1507,60,31
data/MVBench/video/star/Charades_v1_480/MXATD.mp4,533,17,9
data/MVBench/video/star/Charades_v1_480/O2DXE.mp4,570,19,10
data/MVBench/video/star/Charades_v1_480/6RQHP.mp4,562,37,19
data/MVBench/video/star/Charades_v1_480/UDGP2.mp4,932,31,16
data/MVBench/video/star/Charades_v1_480/0CESB.mp4,740,30,16
data/MVBench/video/star/Charades_v1_480/FKJ9L.mp4,726,30,16
data/MVBench/video/star/Charades_v1_480/9A58F.mp4,671,22,12
data/MVBench/video/star/Charades_v1_480/9335E.mp4,1419,47,24
data/MVBench/video/star/Charades_v1_480/9J166.mp4,659,21,11
data/MVBench/video/star/Charades_v1_480/HOYUT.mp4,903,30,16
data/MVBench/video/star/Charades_v1_480/AZFKK.mp4,723,30,16
data/MVBench/video/star/Charades_v1_480/5I4UT.mp4,1134,37,19
data/MVBench/video/star/Charades_v1_480/MQGVS.mp4,774,32,16
data/MVBench/video/star/Charades_v1_480/XQDQ4.mp4,515,30,16
data/MVBench/video/star/Charades_v1_480/VO45S.mp4,934,31,16
data/MVBench/video/star/Charades_v1_480/N2GFQ.mp4,1129,37,19
data/MVBench/video/star/Charades_v1_480/WN7T3.mp4,921,30,16
data/MVBench/video/star/Charades_v1_480/9BCZU.mp4,995,33,17
data/MVBench/video/star/Charades_v1_480/A33VQ.mp4,464,30,16
data/MVBench/video/star/Charades_v1_480/3V2HJ.mp4,346,21,11
data/MVBench/video/star/Charades_v1_480/1FIGA.mp4,858,35,19
data/MVBench/video/star/Charades_v1_480/STAFD.mp4,1560,62,32
data/MVBench/video/star/Charades_v1_480/Y79PC.mp4,863,28,15
data/MVBench/video/star/Charades_v1_480/75RPN.mp4,642,21,11
data/MVBench/video/star/Charades_v1_480/CR5G1.mp4,574,32,16
data/MVBench/video/star/Charades_v1_480/68YR6.mp4,926,30,16
data/MVBench/video/star/Charades_v1_480/DQEC3.mp4,893,29,15
data/MVBench/video/star/Charades_v1_480/VS7VS.mp4,446,29,15
data/MVBench/video/star/Charades_v1_480/YFI1M.mp4,662,27,14
data/MVBench/video/star/Charades_v1_480/V3RAX.mp4,840,28,14
data/MVBench/video/star/Charades_v1_480/FCBEQ.mp4,776,32,17
data/MVBench/video/star/Charades_v1_480/84893.mp4,915,30,16
data/MVBench/video/star/Charades_v1_480/B69CF.mp4,665,23,12
data/MVBench/video/star/Charades_v1_480/P2HZG.mp4,927,30,16
data/MVBench/video/star/Charades_v1_480/IFQS1.mp4,398,16,9
